name,population,longitude,latitude,flaeche,region
"Deggendorf, GKSt",35044,12.960122,48.842204,77.14,Bayerischer Wald
"Ingelheim am Rhein, Stadt",35016,8.056342,49.974439,73.31,Rheinhessen
"Hemer, Stadt",35005,7.765233,51.385395,67.66,Sauerland
"Geldern, Stadt",34962,6.323569,51.517533,96.97,Niederrhein
"Wedel, Stadt",34912,9.697314,53.583806,33.81,übrig. Schleswig-Holstein
"Goch, Stadt",34907,6.158868,51.674645,115.43,Niederrhein
"Jülich, Stadt",34890,6.357721,50.922697,90.39,Eifel und Region Aachen
"Steinfurt, Stadt",34860,7.395195,52.125169,111.67,Münsterland
"Suhl, Stadt",34685,10.691867,50.609218,141.62,Thüringer Wald
"Rheinfelden (Baden), Stadt",34674,7.78365,47.561128,62.84,Südlicher Schwarzwald
"Korschenbroich, Stadt",34600,6.515709,51.190965,55.26,Niederrhein
"Biberach an der Riß, Stadt",34576,9.79203,48.097465,72.15,Oberschwaben-Allgäu
"Ahrensburg, Stadt",34534,10.239705,53.67575,35.29,übrig. Schleswig-Holstein
"Viernheim, Stadt",34426,8.581954,49.537068,48.41,Odenwald-Bergstrasse-Neckartal
"Merseburg, Stadt",34392,11.992794,51.3571,53.87,"Halle, Saale, Unstrut"
"Wermelskirchen, Stadt",34375,7.216722,51.140138,74.8,Bergisches Land
"Seelze, Stadt",34364,9.589384,52.396951,54.08,Hannover-Hildesheim
"Herrenberg, Stadt",34192,8.867369,48.595705,65.7,Region Stuttgart
"Kempen, Stadt",34105,6.418755,51.364493,68.8,Niederrhein
"Leer (Ostfriesland), Stadt",34025,7.451416,53.22947,70.11,Ostfriesland
"Kornwestheim, Stadt",33980,9.18586,48.86536,14.65,Region Stuttgart
"Barsinghausen, Stadt",33941,9.465004,52.301868,102.81,Hannover-Hildesheim
Stuhr,33913,8.750247,53.028414,81.84,Mittelweser
"Schwedt/Oder, Stadt",33730,14.287861,53.055494,360.74,Uckermark
"Vechta, Stadt",33728,8.284656,52.726848,87.89,Oldenburger Münsterland
"Geesthacht, Stadt",33519,10.371733,53.433112,33.25,übrig. Schleswig-Holstein
"Zweibrücken, Stadt",33323,7.363114,49.249189,70.64,Pfalz
"Forchheim, GKSt",33017,11.0594,49.720292,44.44,Fränkische Schweiz
"Radebeul, Stadt",32979,13.677311,51.101437,26.18,Elbland
"Bad Nauheim, Stadt",32894,8.734962,50.363379,32.54,Vogelsberg und Wetterau
"Achim, Stadt",32870,9.033031,53.01301,68.06,Mittelweser
"Uelzen, Hansestadt",32821,10.560601,52.96495,136.83,Lüneburger Heide
"Itzehoe, Stadt",32725,9.512178,53.926549,28.54,übrig. Schleswig-Holstein
"Nienburg (Weser), Stadt",32608,9.211648,52.640859,64.53,Mittelweser
"Lampertheim, Stadt",32400,8.46255,49.595788,72.27,Odenwald-Bergstrasse-Neckartal
"Weil am Rhein, Stadt",32236,7.629579,47.594284,19.46,Südlicher Schwarzwald
"Wernigerode, Stadt",32167,10.7843,51.834471,170.5,Harz und Harzvorland
"Delbrück, Stadt",32166,8.562506,51.76505,157.28,Teutoburger Wald
"Fürstenwalde/Spree, Stadt",32002,14.064713,52.35966,70.67,Seenland Oder-Spree
"Neuruppin, Stadt",31962,12.806498,52.923365,305.19,Ruppiner Seenland
"Naumburg (Saale), Stadt",31940,11.809386,51.152814,130.25,"Halle, Saale, Unstrut"
"Emmerich am Rhein, Stadt",31829,6.242771,51.831485,80.4,Niederrhein
"Radolfzell am Bodensee, Stadt",31734,8.968663,47.739107,58.55,Bodensee
"Merzig, Kreisstadt",31697,6.64256,49.44354,108.98,Nordsaarland
"Mörfelden-Walldorf, Stadt",31638,8.567855,49.975563,44.13,Odenwald-Bergstrasse-Neckartal
Ganderkesee,31494,8.547501,53.034068,138.44,Oldenburger Land
"Oer-Erkenschwick, Stadt",31404,7.260829,51.639877,38.66,Ruhrgebiet
"Georgsmarienhütte, Stadt",31244,8.03415,52.206154,55.49,Grafschaft Bentheim-Emsland-Osnabrücker Land
"Rheinberg, Stadt",31172,6.602755,51.545023,75.24,Niederrhein
"Geestland, Stadt",31093,8.594252,53.608072,356.56,Nordseeküste
"Altenburg, Stadt",31093,12.437252,50.987195,45.69,Altenburger Land
"Burgdorf, Stadt",31051,10.008766,52.446741,112.56,Hannover-Hildesheim
"Walsrode, Stadt",31019,9.59609,52.861848,336.45,Lüneburger Heide
"Bernburg (Saale), Stadt",30992,11.737192,51.794389,113.91,"Magdeburg, Elbe-Börde-Heide"
"Lohmar, Stadt",30992,7.209401,50.839775,65.62,Bonn und Rhein-Sieg-Kreis
Weyhe,30975,8.840023,52.981355,60.36,Mittelweser
"Kreuztal, Stadt",30905,7.988096,50.961831,71.07,Siegerland-Wittgenstein
"Bad Hersfeld, Kreisstadt",30846,9.706008,50.867805,73.87,Waldhessen (Hersfeld-Rotenburg)
"Hoyerswerda / Wojerecy, Stadt",30759,14.244028,51.438944,94.99,Oberlausitz/Niederschlesien
"Rendsburg, Stadt",30633,9.663206,54.306495,23.75,übrig. Schleswig-Holstein
"Schönebeck (Elbe), Stadt",30419,11.738061,52.02049,86.52,"Magdeburg, Elbe-Börde-Heide"
"Friedberg (Hessen), Kreisstadt",30409,8.754091,50.33776,50.18,Vogelsberg und Wetterau
"Bretten, Stadt",30274,8.707641,49.036665,71.1,Nördliches Baden-Württemberg
"Werne, Stadt",30202,7.635119,51.663179,76.14,Ruhrgebiet
"Idar-Oberstein, Stadt",30170,7.312126,49.713356,91.58,Naheland
"Taunusstein, Stadt",30145,8.159175,50.143382,67.02,Rheingau-Taunus
"Neuburg a.d.Donau, GKSt",30135,11.177543,48.736677,81.29,Oberbayerns Städte
"Oelde, Stadt",30129,8.146074,51.827467,102.77,Münsterland
"Haan, Stadt",30086,7.010639,51.192305,24.19,Düsseldorf und Kreis Mettmann
"Rietberg, Stadt",30055,8.427337,51.808062,110.31,Teutoburger Wald
"Andernach, Stadt",30039,7.398566,50.439583,53.34,Mittelrheintal
"Gevelsberg, Stadt",30006,7.337464,51.324271,26.34,Ruhrgebiet
"Friedberg, St",29953,10.98469,48.353917,81.25,Bayerisch-Schwaben
"Schwandorf, GKSt",29877,12.108976,49.327638,123.8,Oberpfälzer Wald
"Winnenden, Stadt",29876,9.396202,48.877185,28.05,Region Stuttgart
Wedemark,29803,9.733449,52.545682,174.27,Hannover-Hildesheim
"Einbeck, Stadt",29751,9.86606,51.816626,231.92,Weserbergland
"Osterholz-Scharmbeck, Stadt",29710,8.782826,53.230402,147.17,Unterelbe-Unterweser
Bad Zwischenahn,29698,8.008329,53.180788,130.12,Ostfriesland
"Meschede, Kreis- und  Hochschulstadt",29615,8.285176,51.346881,218.52,Sauerland
"Werl, Stadt",29600,7.913783,51.553548,76.35,Sauerland
"Gaggenau, Stadt",29529,8.317525,48.807364,65.01,Nördlicher Schwarzwald
"Ludwigsfelde, Stadt",29514,13.262008,52.30004,109.98,Fläming
"Emmendingen, Stadt",29502,7.847625,48.122053,33.78,Südlicher Schwarzwald
"Ennepetal, Stadt der Kluterthöhle",29446,7.367678,51.297193,57.77,Ruhrgebiet
"Riesa, Stadt",29373,13.304633,51.30251,58.91,Elbland
"Griesheim, Stadt",29309,8.552637,49.859176,21.55,Odenwald-Bergstrasse-Neckartal
"Landsberg am Lech, GKSt",29257,10.877828,48.049514,57.9,Ammersee-Lech
"Tönisvorst, Stadt",29251,6.492628,51.320838,44.34,Niederrhein
"Baesweiler, Stadt",29206,6.181166,50.906664,27.84,Eifel und Region Aachen
"Mühlheim am Main, Stadt",29194,8.835525,50.122715,20.67,Main und Taunus
"Mechernich, Stadt",29187,6.653673,50.588604,136.48,Eifel und Region Aachen
"Waltrop, Stadt",29177,7.400687,51.622128,47.09,Ruhrgebiet
Blankenfelde-Mahlow,29129,13.411951,52.335583,55.17,Fläming
"Saalfeld/Saale, Stadt",29086,11.361357,50.647648,145.52,Thüringer Wald
"Güstrow, Barlachstadt",28959,12.175691,53.794458,71.09,Mecklenburgische Schweiz und Seenplatte
"Vaihingen an der Enz, Stadt",28798,8.960417,48.933224,73.4,Region Stuttgart
"Rödermark, Stadt",28753,8.827442,49.978893,29.99,Main und Taunus
"Meißen, Stadt",28753,13.468635,51.159993,30.92,Elbland
"Rösrath, Stadt",28709,7.181947,50.895438,38.8,Bergisches Land
"Springe, Stadt",28669,9.554961,52.208899,160.13,Hannover-Hildesheim
"Arnstadt, Stadt",28615,10.946529,50.8333,104.99,Thüringer Wald
"Bühl, Stadt",28608,8.136444,48.696265,73.18,Nördlicher Schwarzwald
"Geilenkirchen, Stadt",28494,6.119722,50.964538,83.16,Niederrhein
"Unterschleißheim, St",28482,11.577905,48.277306,14.93,Münchener Umland
"Hattersheim am Main, Stadt",28467,8.485929,50.07225,15.8,Main und Taunus
"Wangen im Allgäu, Stadt",28412,9.832354,47.685855,101.35,Oberschwaben-Allgäu
"Zeitz, Stadt",28328,12.134473,51.050371,87.74,"Halle, Saale, Unstrut"
Henstedt-Ulzburg,28325,9.980847,53.790485,39.46,übrig. Schleswig-Holstein
"Garmisch-Partenkirchen, M",28305,11.086118,47.492447,205.66,Zugspitz-Region
"Kevelaer, Stadt",28296,6.24718,51.58178,100.64,Niederrhein
"Reinbek, Stadt",28274,10.251748,53.509793,31.26,übrig. Schleswig-Holstein
"Bramsche, Stadt",28220,7.97915,52.406729,183.4,Grafschaft Bentheim-Emsland-Osnabrücker Land
"Kelkheim (Taunus), Stadt",28175,8.452115,50.133925,30.73,Main und Taunus
"Höxter, Stadt",28166,9.381623,51.775666,158.16,Teutoburger Wald
"Lohne (Oldenburg), Stadt",28089,8.238487,52.66558,91.11,Oldenburger Münsterland
"Wegberg, Stadt",28089,6.276829,51.140129,84.34,Niederrhein
"Leichlingen (Rheinland), Blütenstadt",28078,7.014244,51.106014,37.26,Bergisches Land
"Bad Neuenahr-Ahrweiler, Stadt",27961,7.120457,50.545218,63.25,Ahr
"Schwelm, Stadt",27953,7.29187,51.284,20.5,Ruhrgebiet
"Baunatal, Stadt",27929,9.415659,51.254184,38.27,Kassel- Land
"Königsbrunn, St",27879,10.889586,48.267499,18.48,Bayerisch-Schwaben
"Heppenheim (Bergstraße), Kreisstadt",27864,8.644017,49.641185,52.12,Odenwald-Bergstrasse-Neckartal
"Geislingen an der Steige, Stadt",27791,9.835836,48.623045,75.83,Region Stuttgart
"Ehingen (Donau), Stadt",27764,9.725211,48.283666,178.33,Schwäbische Alb
"Wiesloch, Stadt",27731,8.701276,49.293493,30.24,Nördliches Baden-Württemberg
"Strausberg, Stadt",27719,13.881977,52.579644,67.94,Seenland Oder-Spree
"Teltow, Stadt",27682,13.268496,52.400559,21.59,Fläming
"Sundern (Sauerland), Stadt",27654,8.005553,51.330125,193.27,Sauerland
"Grimma, Stadt",27529,12.72714,51.235476,218.23,Leipzig Region
"Northeim, Stadt",27326,10.000406,51.705681,145.85,Weserbergland
"Olching, St",27310,11.331193,48.209243,29.92,Münchener Umland
"Neukirchen-Vluyn, Stadt",27140,6.573385,51.447044,43.5,Niederrhein
"Verden (Aller), Stadt",27121,9.231105,52.923403,71.7,Mittelweser
"Weinstadt, Stadt",27074,9.385556,48.803451,31.71,Region Stuttgart
"Werder (Havel), Stadt",27065,12.934139,52.376456,117.12,Havelland
"Butzbach, Friedrich-Ludwig-Weidig-Stadt",27046,8.672123,50.433537,106.6,Vogelsberg und Wetterau
"Pfaffenhofen a.d.Ilm, St",26996,11.503851,48.529783,92.63,Oberbayerns Städte
"Rheinbach, Stadt",26918,6.947218,50.626425,69.72,Bonn und Rhein-Sieg-Kreis
"Hamminkeln, Stadt",26873,6.589158,51.730832,164.53,Niederrhein
"Leimen, Stadt",26873,8.688782,49.349054,20.64,Nördliches Baden-Württemberg
"Hohen Neuendorf, Stadt",26857,13.279528,52.671291,48.56,Ruppiner Seenland
"Lübbecke, Stadt",26815,8.617351,52.303439,65.04,Teutoburger Wald
"Mühlacker, Stadt",26787,8.8419,48.945605,54.32,Nördliches Baden-Württemberg
"Achern, Stadt",26733,8.074429,48.628851,65.24,Mittlerer Schwarzwald
"Hennigsdorf, Stadt",26677,13.209009,52.639059,31.48,Ruppiner Seenland
"Overath, Stadt",26663,7.282487,50.933092,68.88,Bergisches Land
"Kulmbach, GKSt",26625,11.455614,50.10807,92.77,Frankenwald
"Weiterstadt, Stadt",26583,8.588464,49.905719,34.4,Odenwald-Bergstrasse-Neckartal
Unterhaching,26507,11.617404,48.065859,10.37,Münchener Umland
"Neckarsulm, Stadt",26431,9.223944,49.190147,24.94,Nördliches Baden-Württemberg
"Schloß Holte-Stukenbrock, Stadt",26297,8.656299,51.912069,67.52,Teutoburger Wald
"Heiligenhaus, Stadt",26252,6.966531,51.326038,27.52,Düsseldorf und Kreis Mettmann
"Zirndorf, St",26243,10.956456,49.441541,28.79,Romantisches Franken - vom Naturpark Frankenhöhe zur Romantischen Straße
"Remseck am Neckar, Stadt",26188,9.279445,48.87067,22.82,Region Stuttgart
"Lauf a.d.Pegnitz, St",26106,11.278019,49.511562,59.86,Nürnberger Land
"Wetter (Ruhr), Stadt",26090,7.390737,51.383741,31.55,Ruhrgebiet
"Geretsried, St",25997,11.482265,47.856254,24.6,Tölzer Land
"Selm, Stadt",25969,7.468573,51.70035,60.41,Ruhrgebiet
"Delitzsch, Stadt",25895,12.333551,51.52333,85.92,Leipzig Region
"Nordenham, Stadt",25889,8.484084,53.484863,87.77,Nordseeküste
"Friedrichsdorf, Philipp-Reis-Stadt",25871,8.641683,50.256846,30.13,Main und Taunus
"Lindau (Bodensee), GKSt",25845,9.684376,47.546458,33.06,Allgäu
"Verl, Stadt",25762,8.508286,51.882118,71.37,Teutoburger Wald
"Waldkraiburg, St",25737,12.400382,48.208301,21.56,Inn-Salzach
"Idstein, Hochschulstadt",25736,8.270744,50.220898,79.76,Rheingau-Taunus
"Öhringen, Stadt",25673,9.501119,49.200104,67.79,Nördliches Baden-Württemberg
"Horb am Neckar, Stadt",25651,8.692721,48.445165,119.76,Nördlicher Schwarzwald
"Aschersleben, Stadt",25647,11.455041,51.756034,156.83,"Magdeburg, Elbe-Börde-Heide"
"Rinteln, Stadt",25602,9.079841,52.186989,109.02,Weserbergland
"Espelkamp, Stadt",25576,8.632644,52.377427,84.21,Teutoburger Wald
"Harsewinkel, Die Mähdrescherstadt",25523,8.227621,51.963062,100.59,Teutoburger Wald
"Roth, St",25458,11.090664,49.244523,96.33,Fränkisches Seenland
"St. Wendel, Kreisstadt",25441,7.173032,49.468359,113.54,Nordsaarland
"Salzkotten, Stadt",25429,8.604954,51.671701,109.8,Teutoburger Wald
"Brilon, Stadt",25424,8.568121,51.395499,229.16,Sauerland
"Pfungstadt, Stadt",25415,8.597771,49.801774,42.54,Odenwald-Bergstrasse-Neckartal
"Sangerhausen, Stadt",25392,11.298597,51.473662,208.46,Harz und Harzvorland
"Groß-Gerau, Stadt",25388,8.482423,49.92162,54.47,Odenwald-Bergstrasse-Neckartal
"Bingen am Rhein, Stadt",25384,7.895132,49.96663,37.68,Rheinhessen
"Schleswig, Stadt",25352,9.566657,54.514941,24.3,übrig. Schleswig-Holstein
"Petershagen, Stadt",25340,8.969816,52.378264,211.94,Teutoburger Wald
"Markkleeberg, Stadt",25331,12.374495,51.280005,31.47,Leipzig Region
"Bedburg, Stadt",25316,6.575238,50.994862,80.41,Köln und Rhein-Erft-Kreis
"Obertshausen, Stadt",25316,8.848662,50.072108,13.62,Main und Taunus
"Zittau, Stadt, Hochschulstadt",25286,14.806367,50.896384,66.75,Oberlausitz/Niederschlesien
"Syke, Stadt",25270,8.816336,52.914548,128.11,Mittelweser
"Lüdinghausen, Stadt",25265,7.444831,51.770109,140.54,Münsterland
"Stutensee, Stadt",25259,8.470789,49.063748,45.68,Nördliches Baden-Württemberg
"Norden, Stadt",25178,7.202462,53.59498,106.33,Nordseeküste
"Wiehl, Stadt",25164,7.547029,50.949871,53.26,Bergisches Land
"Helmstedt, Stadt",25099,11.010462,52.227571,66.74,Braunschweiger Land
"Rathenow, Stadt",25087,12.332831,52.60768,113.1,Havelland
"Bad Honnef, Stadt",25061,7.229126,50.643591,48.14,Bonn und Rhein-Sieg-Kreis
"Waldshut-Tiengen, Stadt",25019,8.271113,47.632439,77.96,Südlicher Schwarzwald
"Meiningen, Stadt",25002,10.415674,50.573947,123.03,Thüringer Rhön
"Ellwangen (Jagst), Stadt",25001,10.131979,48.962988,127.38,Schwäbische Alb
"Calw, Stadt",25001,8.741194,48.713372,59.88,Nördlicher Schwarzwald
"Warstein, Stadt",24988,8.353834,51.442787,158.05,Sauerland
"Rottweil, Stadt",24985,8.627337,48.167866,71.76,Mittlerer Schwarzwald
Vaterstetten,24981,11.777125,48.102498,34.08,Ebersberger Grünes Land
"Weingarten, Stadt",24940,9.640669,47.807399,12.16,Oberschwaben-Allgäu
"Meckenheim, Stadt",24925,7.022259,50.622043,34.84,Bonn und Rhein-Sieg-Kreis
"Rudolstadt, Stadt",24852,11.343567,50.721635,135.17,Thüringer Wald
"Bad Oldesloe, Stadt",24846,10.373196,53.810046,52.59,übrig. Schleswig-Holstein
"Schmallenberg, Stadt",24711,8.285496,51.153811,303.1,Sauerland
"Varel, Stadt",24704,8.135174,53.394916,113.75,Nordseeküste
"Eisenhüttenstadt, Stadt",24703,14.631279,52.145788,63.47,Seenland Oder-Spree
"Olpe, Stadt",24695,7.843584,51.02756,85.88,Sauerland
Wandlitz,24503,13.449752,52.752045,162.83,Barnimer Land
"Starnberg, St",24471,11.33837,47.996607,61.85,StarnbergAmmersee
"Freudenstadt, Stadt",24464,8.411368,48.463876,87.54,Nördlicher Schwarzwald
"Mosbach, Stadt",24459,9.146596,49.352037,62.16,Nördliches Baden-Württemberg
"Plettenberg, Stadt",24429,7.874142,51.212418,96.75,Sauerland
"Haren (Ems), Stadt",24365,7.241603,52.790258,208.79,Grafschaft Bentheim-Emsland-Osnabrücker Land
"Übach-Palenberg, Stadt",24277,6.118933,50.919252,26.09,Niederrhein
"Lennestadt, Stadt",24238,8.073677,51.103245,135.58,Sauerland
"Herzogenaurach, St",24237,10.883873,49.568566,47.62,Steigerwald
"Sprockhövel, Stadt",24232,7.244016,51.361402,47.94,Ruhrgebiet
"Leutkirch im Allgäu, Stadt",24226,10.024379,47.825064,174.97,Oberschwaben-Allgäu
"Köthen (Anhalt), Stadt",24110,11.973406,51.751224,77.85,Anhalt-Wittenberg
"Husum, Stadt",24090,9.051328,54.476434,25.8,Nordsee
Isernhagen,24074,9.846975,52.434232,59.85,Hannover-Hildesheim
"Bad Mergentheim, Stadt",24023,9.773085,49.490973,129.96,Nördliches Baden-Württemberg
"Westerstede, Stadt",23938,7.923336,53.25741,179.55,Ostfriesland
"Jüchen, Stadt",23926,6.503837,51.100795,71.77,Niederrhein
"Nagold, Stadt",23864,8.723706,48.550906,63.1,Nördlicher Schwarzwald
"Döbeln, Stadt",23819,13.121007,51.121669,91.75,Leipzig Region
"Ronnenberg, Stadt",23814,9.653235,52.319008,37.82,Hannover-Hildesheim
Alfter,23719,7.013472,50.736995,34.77,Bonn und Rhein-Sieg-Kreis
"Limbach-Oberfrohna, Stadt",23673,12.767069,50.858593,50.21,Chemnitz Zwickau Region
"Senden, St",23641,10.04419,48.323834,25.21,Bayerisch-Schwaben
"Attendorn, Hansestadt",23554,7.905217,51.125217,97.92,Sauerland
Neu Wulmstorf,23550,9.79559,53.462891,56.34,Lüneburger Heide
"Kaltenkirchen, Stadt",23502,9.959311,53.838257,23.11,übrig. Schleswig-Holstein
"Hann. Münden, Stadt",23478,9.654832,51.415826,121.17,Weserbergland
"Senftenberg/Zły Komorow, Stadt",23466,14.004312,51.518751,127.56,Lausitzer Seenland
"Sehnde, Stadt",23431,9.967173,52.310452,103.58,Hannover-Hildesheim
"Gersthofen, St",23427,10.87901,48.424752,34.01,Bayerisch-Schwaben
Moormerland,23365,7.485564,53.314314,122.14,Ostfriesland
"Gelnhausen, Barbarossastadt, Kreisstadt",23290,9.191488,50.203103,45.15,Spessart-Kinzigtal-Vogelsberg
"Weilheim i.OB, St",23279,11.144997,47.839999,55.5,Pfaffenwinkel
"Warburg, Hansestadt",23252,9.145955,51.488934,168.84,Teutoburger Wald
"Bad Kissingen, GKSt",23223,10.077888,50.200795,69.92,Rhön
"Staßfurt, Stadt",23181,11.584398,51.850762,147.18,"Magdeburg, Elbe-Börde-Heide"
"Metzingen, Stadt",23178,9.283998,48.536849,34.55,Schwäbische Alb
"Riedstadt, Büchnerstadt",23146,8.497909,49.835419,73.73,Odenwald-Bergstrasse-Neckartal
"Quedlinburg, Welterbestadt",23139,11.137136,51.790437,120.79,Harz und Harzvorland
"Rotenburg (Wümme), Stadt",23117,9.403666,53.110417,99.06,Lüneburger Heide
"Bad Soden am Taunus, Stadt",23103,8.5018,50.143796,12.5,Main und Taunus
"Vreden, Stadt",23099,6.824021,52.036087,135.83,Münsterland
"Netphen, Stadt",23080,8.098414,50.915322,137.39,Siegerland-Wittgenstein
"Dillenburg, Oranienstadt",22974,8.287324,50.739424,83.76,Lahn-Dill
"Salzwedel, Hansestadt",22964,11.153862,52.852801,306.15,Altmark
"Kitzingen, GKSt",22936,10.159239,49.736047,46.99,Fränkisches Weinland
"Neusäß, St",22904,10.831597,48.395449,25.22,Bayerisch-Schwaben
"Korbach, Hansestadt, Kreisstadt",22901,8.873194,51.27186,124.11,Waldecker Land
Rastede,22896,8.198294,53.247323,123.61,Ostfriesland
"Haar, St",22878,11.728428,48.109938,12.9,Münchener Umland
"Wertheim, Stadt",22874,9.516823,49.759581,138.59,Nördliches Baden-Württemberg
"Sonneberg, Stadt",22843,11.175725,50.357569,84.69,Thüringer Wald
"Laupheim, Stadt",22839,9.883733,48.230018,61.79,Oberschwaben-Allgäu
Ottobrunn,22829,11.660837,48.065189,5.23,Münchener Umland
"Apolda, Stadt",22787,11.517678,51.025292,46.26,Weimarer Land
"Herdecke, Stadt",22772,7.430129,51.3994,22.39,Ruhrgebiet
"Überlingen, Stadt",22735,9.159266,47.768547,58.64,Bodensee
"Bad Rappenau, Stadt",22703,9.103117,49.240303,73.56,Nördliches Baden-Württemberg
"Friesoythe, Stadt",22685,7.859448,53.020613,247.5,Oldenburger Münsterland
"Ditzingen, Stadt",22666,9.068779,48.827632,30.38,Region Stuttgart
"Eppingen, Stadt",22666,8.909012,49.137701,88.58,Nördliches Baden-Württemberg
"Stadthagen, Stadt",22638,9.205815,52.323705,60.27,Weserbergland
Edewecht,22632,7.984159,53.128092,113.85,Ostfriesland
Wallenhorst,22614,8.015405,52.350532,47.17,Grafschaft Bentheim-Emsland-Osnabrücker Land
"Karben, Stadt",22600,8.773103,50.230102,43.94,Vogelsberg und Wetterau
"Burg, Stadt",22585,11.854736,52.269775,165.54,"Magdeburg, Elbe-Börde-Heide"
"Lengerich, Stadt",22557,7.85266,52.189765,90.79,Münsterland
"Bad Salzungen, Stadt",22557,10.232333,50.810471,152.02,Thüringer Rhön
"Quickborn, Stadt",22521,9.898034,53.728836,43.16,übrig. Schleswig-Holstein
"Soltau, Stadt",22511,9.837525,52.987347,203.77,Lüneburger Heide
"Eisleben, Lutherstadt",22505,11.545175,51.527265,144.74,Harz und Harzvorland
"Mühldorf a.Inn, St",22503,12.524963,48.241864,29.42,Inn-Salzach
"Waghäusel, Stadt",22466,8.514287,49.250734,42.84,Nördliches Baden-Württemberg
"Büdingen, Stadt",22411,9.114105,50.292506,122.88,Vogelsberg und Wetterau
"Eschborn, Stadt",22403,8.569823,50.143505,12.13,Main und Taunus
"Eislingen/Fils, Stadt",22325,9.707697,48.700842,16.41,Region Stuttgart
"Aichach, St",22015,11.129767,48.459481,92.83,Bayerisch-Schwaben
"Heide, Stadt",22002,9.091156,54.193962,31.97,übrig. Schleswig-Holstein
"Rees, Stadt",21913,6.39621,51.759506,109.86,Niederrhein
Gauting,21860,11.37745,48.069152,55.5,StarnbergAmmersee
"Gardelegen, Hansestadt",21822,11.394214,52.524469,636.27,Altmark
"Donaueschingen, Stadt",21790,8.497777,47.951414,104.69,Mittlerer Schwarzwald
"Zülpich, Stadt",21780,6.648155,50.691294,101.01,Eifel und Region Aachen
"Schwetzingen, Stadt",21767,8.574386,49.384642,21.5,Nördliches Baden-Württemberg
"Bad Krozingen, Stadt",21755,7.699949,47.916377,35.69,Südlicher Schwarzwald
"Mössingen, Stadt",21751,9.057746,48.405779,50.03,Schwäbische Alb
"Sonthofen, St",21734,10.281195,47.51239,46.55,Allgäu
"Germersheim, Stadt",21715,8.374177,49.21765,21.68,Pfalz
"Hockenheim, Stadt",21623,8.547437,49.318938,34.84,Nördliches Baden-Württemberg
Lindlar,21615,7.376293,51.019717,85.88,Bergisches Land
"Wipperfürth, Hansestadt",21604,7.398693,51.117041,118.3,Bergisches Land
"Osterode am Harz, Stadt",21598,10.248155,51.728407,102.54,Harz
"Büren, Stadt",21593,8.559696,51.554935,170.99,Teutoburger Wald
